"doc_a","doc_b","metric","value"
"01_hamilton_federalist_01","01_hamilton_federalist_01","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","burrows_delta","1.2637729955"
"01_hamilton_federalist_01","09_hamilton_federalist_09","burrows_delta","1.1318247468"
"01_hamilton_federalist_01","10_madison_federalist_10","burrows_delta","1.1099794448"
"01_hamilton_federalist_01","14_madison_federalist_14","burrows_delta","1.0112398424"
"01_hamilton_federalist_01","39_madison_federalist_39","burrows_delta","1.2702321671"
"06_hamilton_federalist_06","01_hamilton_federalist_01","burrows_delta","1.2637729955"
"06_hamilton_federalist_06","06_hamilton_federalist_06","burrows_delta","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","burrows_delta","1.0625343213"
"06_hamilton_federalist_06","10_madison_federalist_10","burrows_delta","1.0799065179"
"06_hamilton_federalist_06","14_madison_federalist_14","burrows_delta","1.1641863195"
"06_hamilton_federalist_06","39_madison_federalist_39","burrows_delta","1.4223317007"
"09_hamilton_federalist_09","01_hamilton_federalist_01","burrows_delta","1.1318247468"
"09_hamilton_federalist_09","06_hamilton_federalist_06","burrows_delta","1.0625343213"
"09_hamilton_federalist_09","09_hamilton_federalist_09","burrows_delta","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","burrows_delta","1.1081655602"
"09_hamilton_federalist_09","14_madison_federalist_14","burrows_delta","1.0913867110"
"09_hamilton_federalist_09","39_madison_federalist_39","burrows_delta","1.2625127527"
"10_madison_federalist_10","01_hamilton_federalist_01","burrows_delta","1.1099794448"
"10_madison_federalist_10","06_hamilton_federalist_06","burrows_delta","1.0799065179"
"10_madison_federalist_10","09_hamilton_federalist_09","burrows_delta","1.1081655602"
"10_madison_federalist_10","10_madison_federalist_10","burrows_delta","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","burrows_delta","0.9976564996"
"10_madison_federalist_10","39_madison_federalist_39","burrows_delta","1.4169778423"
"14_madison_federalist_14","01_hamilton_federalist_01","burrows_delta","1.0112398424"
"14_madison_federalist_14","06_hamilton_federalist_06","burrows_delta","1.1641863195"
"14_madison_federalist_14","09_hamilton_federalist_09","burrows_delta","1.0913867110"
"14_madison_federalist_14","10_madison_federalist_10","burrows_delta","0.9976564996"
"14_madison_federalist_14","14_madison_federalist_14","burrows_delta","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","burrows_delta","1.2700352636"
"39_madison_federalist_39","01_hamilton_federalist_01","burrows_delta","1.2702321671"
"39_madison_federalist_39","06_hamilton_federalist_06","burrows_delta","1.4223317007"
"39_madison_federalist_39","09_hamilton_federalist_09","burrows_delta","1.2625127527"
