doc_a,doc_b,metric,value
01_hamilton_federalist_01,01_hamilton_federalist_01,burrows_delta,0.0000000000
01_hamilton_federalist_01,01_hamilton_federalist_01,cosine_distance,0.0000000000
01_hamilton_federalist_01,06_hamilton_federalist_06,burrows_delta,1.2637729966
01_hamilton_federalist_01,06_hamilton_federalist_06,cosine_distance,0.0690607774
01_hamilton_federalist_01,09_hamilton_federalist_09,burrows_delta,1.1318247494
01_hamilton_federalist_01,09_hamilton_federalist_09,cosine_distance,0.0609275331
01_hamilton_federalist_01,10_madison_federalist_10,burrows_delta,1.1099794498
01_hamilton_federalist_01,10_madison_federalist_10,cosine_distance,0.0731271414
01_hamilton_federalist_01,14_madison_federalist_14,burrows_delta,1.0112398455
01_hamilton_federalist_01,14_madison_federalist_14,cosine_distance,0.0411343810
01_hamilton_federalist_01,39_madison_federalist_39,burrows_delta,1.2702321682
01_hamilton_federalist_01,39_madison_federalist_39,cosine_distance,0.0762942615
06_hamilton_federalist_06,01_hamilton_federalist_01,burrows_delta,1.2637729966
06_hamilton_federalist_06,01_hamilton_federalist_01,cosine_distance,0.0690607774
06_hamilton_federalist_06,06_hamilton_federalist_06,burrows_delta,0.0000000000
06_hamilton_federalist_06,06_hamilton_federalist_06,cosine_distance,0.0000000000
06_hamilton_federalist_06,09_hamilton_federalist_09,burrows_delta,1.0625343217
06_hamilton_federalist_06,09_hamilton_federalist_09,cosine_distance,0.0606406703
06_hamilton_federalist_06,10_madison_federalist_10,burrows_delta,1.0799065130
06_hamilton_federalist_06,10_madison_federalist_10,cosine_distance,0.0646246926
06_hamilton_federalist_06,14_madison_federalist_14,burrows_delta,1.1641863208
06_hamilton_federalist_06,14_madison_federalist_14,cosine_distance,0.0565393304
06_hamilton_federalist_06,39_madison_federalist_39,burrows_delta,1.4223316996
06_hamilton_federalist_06,39_madison_federalist_39,cosine_distance,0.0992963415
09_hamilton_federalist_09,01_hamilton_federalist_01,burrows_delta,1.1318247494
09_hamilton_federalist_09,01_hamilton_federalist_01,cosine_distance,0.0609275331
09_hamilton_federalist_09,06_hamilton_federalist_06,burrows_delta,1.0625343217
09_hamilton_federalist_09,06_hamilton_federalist_06,cosine_distance,0.0606406703
09_hamilton_federalist_09,09_hamilton_federalist_09,burrows_delta,0.0000000000
09_hamilton_federalist_09,09_hamilton_federalist_09,cosine_distance,0.0000000000
09_hamilton_federalist_09,10_madison_federalist_10,burrows_delta,1.1081655623
09_hamilton_federalist_09,10_madison_federalist_10,cosine_distance,0.0835554263
09_hamilton_federalist_09,14_madison_federalist_14,burrows_delta,1.0913867132
09_hamilton_federalist_09,14_madison_federalist_14,cosine_distance,0.0558397481
09_hamilton_federalist_09,39_madison_federalist_39,burrows_delta,1.2625127493
09_hamilton_federalist_09,39_madison_federalist_39,cosine_distance,0.0735069409
10_madison_federalist_10,01_hamilton_federalist_01,burrows_delta,1.1099794498
10_madison_federalist_10,01_hamilton_federalist_01,cosine_distance,0.0731271414
10_madison_federalist_10,06_hamilton_federalist_06,burrows_delta,1.0799065130
10_madison_federalist_10,06_hamilton_federalist_06,cosine_distance,0.0646246926
10_madison_federalist_10,09_hamilton_federalist_09,burrows_delta,1.1081655623
10_madison_federalist_10,09_hamilton_federalist_09,cosine_distance,0.0835554263
10_madison_federalist_10,10_madison_federalist_10,burrows_delta,0.0000000000
10_madison_federalist_10,10_madison_federalist_10,cosine_distance,0.0000000000
10_madison_federalist_10,14_madison_federalist_14,burrows_delta,0.9976565003
10_madison_federalist_10,14_madison_federalist_14,cosine_distance,0.0565290697
10_madison_federalist_10,39_madison_federalist_39,burrows_delta,1.4169778394
10_madison_federalist_10,39_madison_federalist_39,cosine_distance,0.1120296132
14_madison_federalist_14,01_hamilton_federalist_01,burrows_delta,1.0112398455
14_madison_federalist_14,01_hamilton_federalist_01,cosine_distance,0.0411343810
14_madison_federalist_14,06_hamilton_federalist_06,burrows_delta,1.1641863208
14_madison_federalist_14,06_hamilton_federalist_06,cosine_distance,0.0565393304
14_madison_federalist_14,09_hamilton_federalist_09,burrows_delta,1.0913867132
14_madison_federalist_14,09_hamilton_federalist_09,cosine_distance,0.0558397481
14_madison_federalist_14,10_madison_federalist_10,burrows_delta,0.9976565003
14_madison_federalist_14,10_madison_federalist_10,cosine_distance,0.0565290697
14_madison_federalist_14,14_madison_federalist_14,burrows_delta,0.0000000000
14_madison_federalist_14,14_madison_federalist_14,cosine_distance,0.0000000000
14_madison_federalist_14,39_madison_federalist_39,burrows_delta,1.2700352637
14_madison_federalist_14,39_madison_federalist_39,cosine_distance,0.0780948088
39_madison_federalist_39,01_hamilton_federalist_01,burrows_delta,1.2702321682
39_madison_federalist_39,01_hamilton_federalist_01,cosine_distance,0.0762942615
39_madison_federalist_39,06_hamilton_federalist_06,burrows_delta,1.4223316996
39_madison_federalist_39,06_hamilton_federalist_06,cosine_distance,0.0992963415
39_madison_federalist_39,09_hamilton_federalist_09,burrows_delta,1.2625127493
39_madison_federalist_39,09_hamilton_federalist_09,cosine_distance,0.0735069409
39_madison_federalist_39,10_madison_federalist_10,burrows_delta,1.4169778394
39_madison_federalist_39,10_madison_federalist_10,cosine_distance,0.1120296132
39_madison_federalist_39,14_madison_federalist_14,burrows_delta,1.2700352637
39_madison_federalist_39,14_madison_federalist_14,cosine_distance,0.0780948088
39_madison_federalist_39,39_madison_federalist_39,burrows_delta,0.0000000000
39_madison_federalist_39,39_madison_federalist_39,cosine_distance,-0.0000000000
