"doc_a","doc_b","metric","value"
"01_hamilton_federalist_01","01_hamilton_federalist_01","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","burrows_delta","1.2360963828"
"01_hamilton_federalist_01","09_hamilton_federalist_09","burrows_delta","1.1556031421"
"01_hamilton_federalist_01","10_madison_federalist_10","burrows_delta","1.0774896521"
"01_hamilton_federalist_01","14_madison_federalist_14","burrows_delta","0.9800270279"
"01_hamilton_federalist_01","39_madison_federalist_39","burrows_delta","1.3249884655"
"06_hamilton_federalist_06","01_hamilton_federalist_01","burrows_delta","1.2360963828"
"06_hamilton_federalist_06","06_hamilton_federalist_06","burrows_delta","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","burrows_delta","1.0848263578"
"06_hamilton_federalist_06","10_madison_federalist_10","burrows_delta","1.1059794115"
"06_hamilton_federalist_06","14_madison_federalist_14","burrows_delta","1.2341501303"
"06_hamilton_federalist_06","39_madison_federalist_39","burrows_delta","1.4273597892"
"09_hamilton_federalist_09","01_hamilton_federalist_01","burrows_delta","1.1556031421"
"09_hamilton_federalist_09","06_hamilton_federalist_06","burrows_delta","1.0848263578"
"09_hamilton_federalist_09","09_hamilton_federalist_09","burrows_delta","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","burrows_delta","1.1491984681"
"09_hamilton_federalist_09","14_madison_federalist_14","burrows_delta","1.1486136029"
"09_hamilton_federalist_09","39_madison_federalist_39","burrows_delta","1.1922278680"
"10_madison_federalist_10","01_hamilton_federalist_01","burrows_delta","1.0774896521"
"10_madison_federalist_10","06_hamilton_federalist_06","burrows_delta","1.1059794115"
"10_madison_federalist_10","09_hamilton_federalist_09","burrows_delta","1.1491984681"
"10_madison_federalist_10","10_madison_federalist_10","burrows_delta","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","burrows_delta","1.0436432748"
"10_madison_federalist_10","39_madison_federalist_39","burrows_delta","1.3666060209"
"14_madison_federalist_14","01_hamilton_federalist_01","burrows_delta","0.9800270279"
"14_madison_federalist_14","06_hamilton_federalist_06","burrows_delta","1.2341501303"
"14_madison_federalist_14","09_hamilton_federalist_09","burrows_delta","1.1486136029"
"14_madison_federalist_14","10_madison_federalist_10","burrows_delta","1.0436432748"
"14_madison_federalist_14","14_madison_federalist_14","burrows_delta","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","burrows_delta","1.2629642221"
"39_madison_federalist_39","01_hamilton_federalist_01","burrows_delta","1.3249884655"
"39_madison_federalist_39","06_hamilton_federalist_06","burrows_delta","1.4273597892"
"39_madison_federalist_39","09_hamilton_federalist_09","burrows_delta","1.1922278680"
"39_madison_federalist_39","10_madison_federalist_10","burrows_delta","1.3666060209"
"39_madison_federalist_39","14_madison_federalist_14","burrows_delta","1.2629642221"
"39_madison_federalist_39","39_madison_federalist_39","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","01_hamilton_federalist_01","cosine_distance","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","cosine_distance","0.0461739281"
"01_hamilton_federalist_01","09_hamilton_federalist_09","cosine_distance","0.0344404029"
"01_hamilton_federalist_01","10_madison_federalist_10","cosine_distance","0.0407225917"
"01_hamilton_federalist_01","14_madison_federalist_14","cosine_distance","0.0272524588"
"01_hamilton_federalist_01","39_madison_federalist_39","cosine_distance","0.0510589421"
"06_hamilton_federalist_06","01_hamilton_federalist_01","cosine_distance","0.0461739281"
"06_hamilton_federalist_06","06_hamilton_federalist_06","cosine_distance","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","cosine_distance","0.0375903471"
"06_hamilton_federalist_06","10_madison_federalist_10","cosine_distance","0.0413124987"
"06_hamilton_federalist_06","14_madison_federalist_14","cosine_distance","0.0408719000"
"06_hamilton_federalist_06","39_madison_federalist_39","cosine_distance","0.0654044677"
"09_hamilton_federalist_09","01_hamilton_federalist_01","cosine_distance","0.0344404029"
"09_hamilton_federalist_09","06_hamilton_federalist_06","cosine_distance","0.0375903471"
"09_hamilton_federalist_09","09_hamilton_federalist_09","cosine_distance","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","cosine_distance","0.0499051042"
"09_hamilton_federalist_09","14_madison_federalist_14","cosine_distance","0.0384990943"
"09_hamilton_federalist_09","39_madison_federalist_39","cosine_distance","0.0431704583"
"10_madison_federalist_10","01_hamilton_federalist_01","cosine_distance","0.0407225917"
"10_madison_federalist_10","06_hamilton_federalist_06","cosine_distance","0.0413124987"
"10_madison_federalist_10","09_hamilton_federalist_09","cosine_distance","0.0499051042"
"10_madison_federalist_10","10_madison_federalist_10","cosine_distance","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","cosine_distance","0.0303764552"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.0566872048"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0272524588"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0408719000"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0384990943"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0303764552"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0429468795"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0510589421"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0654044677"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0431704583"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.0566872048"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0429468795"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
