doc_a,doc_b,metric,value
01_hamilton_federalist_01,01_hamilton_federalist_01,burrows_delta,0.0000000000
01_hamilton_federalist_01,01_hamilton_federalist_01,cosine_distance,-0.0000000000
01_hamilton_federalist_01,06_hamilton_federalist_06,burrows_delta,1.1854535733
01_hamilton_federalist_01,06_hamilton_federalist_06,cosine_distance,0.0461739280
01_hamilton_federalist_01,09_hamilton_federalist_09,burrows_delta,1.1460599621
01_hamilton_federalist_01,09_hamilton_federalist_09,cosine_distance,0.0344404029
01_hamilton_federalist_01,10_madison_federalist_10,burrows_delta,1.0418930184
01_hamilton_federalist_01,10_madison_federalist_10,cosine_distance,0.0407225918
01_hamilton_federalist_01,14_madison_federalist_14,burrows_delta,0.9479889135
01_hamilton_federalist_01,14_madison_federalist_14,cosine_distance,0.0272524588
01_hamilton_federalist_01,39_madison_federalist_39,burrows_delta,1.3741267235
01_hamilton_federalist_01,39_madison_federalist_39,cosine_distance,0.0510589419
06_hamilton_federalist_06,01_hamilton_federalist_01,burrows_delta,1.1854535733
06_hamilton_federalist_06,01_hamilton_federalist_01,cosine_distance,0.0461739280
06_hamilton_federalist_06,06_hamilton_federalist_06,burrows_delta,0.0000000000
06_hamilton_federalist_06,06_hamilton_federalist_06,cosine_distance,0.0000000000
06_hamilton_federalist_06,09_hamilton_federalist_09,burrows_delta,1.0594898188
06_hamilton_federalist_06,09_hamilton_federalist_09,cosine_distance,0.0375903471
06_hamilton_federalist_06,10_madison_federalist_10,burrows_delta,1.0281291687
06_hamilton_federalist_06,10_madison_federalist_10,cosine_distance,0.0413124987
06_hamilton_federalist_06,14_madison_federalist_14,burrows_delta,1.1717655180
06_hamilton_federalist_06,14_madison_federalist_14,cosine_distance,0.0408718998
06_hamilton_federalist_06,39_madison_federalist_39,burrows_delta,1.4678661377
06_hamilton_federalist_06,39_madison_federalist_39,cosine_distance,0.0654044675
09_hamilton_federalist_09,01_hamilton_federalist_01,burrows_delta,1.1460599621
09_hamilton_federalist_09,01_hamilton_federalist_01,cosine_distance,0.0344404029
09_hamilton_federalist_09,06_hamilton_federalist_06,burrows_delta,1.0594898188
09_hamilton_federalist_09,06_hamilton_federalist_06,cosine_distance,0.0375903471
09_hamilton_federalist_09,09_hamilton_federalist_09,burrows_delta,0.0000000000
09_hamilton_federalist_09,09_hamilton_federalist_09,cosine_distance,0.0000000000
09_hamilton_federalist_09,10_madison_federalist_10,burrows_delta,1.1198341383
09_hamilton_federalist_09,10_madison_federalist_10,cosine_distance,0.0499051042
09_hamilton_federalist_09,14_madison_federalist_14,burrows_delta,1.1348375902
09_hamilton_federalist_09,14_madison_federalist_14,cosine_distance,0.0384990944
09_hamilton_federalist_09,39_madison_federalist_39,burrows_delta,1.2751687746
09_hamilton_federalist_09,39_madison_federalist_39,cosine_distance,0.0431704580
10_madison_federalist_10,01_hamilton_federalist_01,burrows_delta,1.0418930184
10_madison_federalist_10,01_hamilton_federalist_01,cosine_distance,0.0407225918
10_madison_federalist_10,06_hamilton_federalist_06,burrows_delta,1.0281291687
10_madison_federalist_10,06_hamilton_federalist_06,cosine_distance,0.0413124987
10_madison_federalist_10,09_hamilton_federalist_09,burrows_delta,1.1198341383
10_madison_federalist_10,09_hamilton_federalist_09,cosine_distance,0.0499051042
10_madison_federalist_10,10_madison_federalist_10,burrows_delta,0.0000000000
10_madison_federalist_10,10_madison_federalist_10,cosine_distance,-0.0000000000
10_madison_federalist_10,14_madison_federalist_14,burrows_delta,1.0258983566
10_madison_federalist_10,14_madison_federalist_14,cosine_distance,0.0303764552
10_madison_federalist_10,39_madison_federalist_39,burrows_delta,1.4007464698
10_madison_federalist_10,39_madison_federalist_39,cosine_distance,0.0566872047
14_madison_federalist_14,01_hamilton_federalist_01,burrows_delta,0.9479889135
14_madison_federalist_14,01_hamilton_federalist_01,cosine_distance,0.0272524588
14_madison_federalist_14,06_hamilton_federalist_06,burrows_delta,1.1717655180
14_madison_federalist_14,06_hamilton_federalist_06,cosine_distance,0.0408718998
14_madison_federalist_14,09_hamilton_federalist_09,burrows_delta,1.1348375902
14_madison_federalist_14,09_hamilton_federalist_09,cosine_distance,0.0384990944
14_madison_federalist_14,10_madison_federalist_10,burrows_delta,1.0258983566
14_madison_federalist_14,10_madison_federalist_10,cosine_distance,0.0303764552
14_madison_federalist_14,14_madison_federalist_14,burrows_delta,0.0000000000
14_madison_federalist_14,14_madison_federalist_14,cosine_distance,0.0000000000
14_madison_federalist_14,39_madison_federalist_39,burrows_delta,1.3642980663
14_madison_federalist_14,39_madison_federalist_39,cosine_distance,0.0429468794
39_madison_federalist_39,01_hamilton_federalist_01,burrows_delta,1.3741267235
39_madison_federalist_39,01_hamilton_federalist_01,cosine_distance,0.0510589419
39_madison_federalist_39,06_hamilton_federalist_06,burrows_delta,1.4678661377
39_madison_federalist_39,06_hamilton_federalist_06,cosine_distance,0.0654044675
39_madison_federalist_39,09_hamilton_federalist_09,burrows_delta,1.2751687746
39_madison_federalist_39,09_hamilton_federalist_09,cosine_distance,0.0431704580
39_madison_federalist_39,10_madison_federalist_10,burrows_delta,1.4007464698
39_madison_federalist_39,10_madison_federalist_10,cosine_distance,0.0566872047
39_madison_federalist_39,14_madison_federalist_14,burrows_delta,1.3642980663
39_madison_federalist_39,14_madison_federalist_14,cosine_distance,0.0429468794
39_madison_federalist_39,39_madison_federalist_39,burrows_delta,0.0000000000
39_madison_federalist_39,39_madison_federalist_39,cosine_distance,0.0000000000
