"doc_a","doc_b","metric","value"
"01_hamilton_federalist_01","01_hamilton_federalist_01","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","burrows_delta","1.1204915877"
"01_hamilton_federalist_01","09_hamilton_federalist_09","burrows_delta","1.1025944593"
"01_hamilton_federalist_01","10_madison_federalist_10","burrows_delta","1.0467101260"
"01_hamilton_federalist_01","14_madison_federalist_14","burrows_delta","0.9711721333"
"01_hamilton_federalist_01","39_madison_federalist_39","burrows_delta","1.3703002210"
"06_hamilton_federalist_06","01_hamilton_federalist_01","burrows_delta","1.1204915877"
"06_hamilton_federalist_06","06_hamilton_federalist_06","burrows_delta","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","burrows_delta","0.9626278930"
"06_hamilton_federalist_06","10_madison_federalist_10","burrows_delta","0.9716460346"
"06_hamilton_federalist_06","14_madison_federalist_14","burrows_delta","1.1079019960"
"06_hamilton_federalist_06","39_madison_federalist_39","burrows_delta","1.5127570092"
"09_hamilton_federalist_09","01_hamilton_federalist_01","burrows_delta","1.1025944593"
"09_hamilton_federalist_09","06_hamilton_federalist_06","burrows_delta","0.9626278930"
"09_hamilton_federalist_09","09_hamilton_federalist_09","burrows_delta","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","burrows_delta","1.0471726203"
"09_hamilton_federalist_09","14_madison_federalist_14","burrows_delta","1.0787697215"
"09_hamilton_federalist_09","39_madison_federalist_39","burrows_delta","1.3953799134"
"10_madison_federalist_10","01_hamilton_federalist_01","burrows_delta","1.0467101260"
"10_madison_federalist_10","06_hamilton_federalist_06","burrows_delta","0.9716460346"
"10_madison_federalist_10","09_hamilton_federalist_09","burrows_delta","1.0471726203"
"10_madison_federalist_10","10_madison_federalist_10","burrows_delta","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","burrows_delta","0.9790770756"
"10_madison_federalist_10","39_madison_federalist_39","burrows_delta","1.5323074232"
"14_madison_federalist_14","01_hamilton_federalist_01","burrows_delta","0.9711721333"
"14_madison_federalist_14","06_hamilton_federalist_06","burrows_delta","1.1079019960"
"14_madison_federalist_14","09_hamilton_federalist_09","burrows_delta","1.0787697215"
"14_madison_federalist_14","10_madison_federalist_10","burrows_delta","0.9790770756"
"14_madison_federalist_14","14_madison_federalist_14","burrows_delta","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","burrows_delta","1.4380174910"
"39_madison_federalist_39","01_hamilton_federalist_01","burrows_delta","1.3703002210"
"39_madison_federalist_39","06_hamilton_federalist_06","burrows_delta","1.5127570092"
"39_madison_federalist_39","09_hamilton_federalist_09","burrows_delta","1.3953799134"
"39_madison_federalist_39","10_madison_federalist_10","burrows_delta","1.5323074232"
"39_madison_federalist_39","14_madison_federalist_14","burrows_delta","1.4380174910"
"39_madison_federalist_39","39_madison_federalist_39","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","01_hamilton_federalist_01","cosine_distance","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","cosine_distance","0.0690607752"
"01_hamilton_federalist_01","09_hamilton_federalist_09","cosine_distance","0.0609275343"
"01_hamilton_federalist_01","10_madison_federalist_10","cosine_distance","0.0731271423"
"01_hamilton_federalist_01","14_madison_federalist_14","cosine_distance","0.0411343807"
"01_hamilton_federalist_01","39_madison_federalist_39","cosine_distance","0.0762942611"
"06_hamilton_federalist_06","01_hamilton_federalist_01","cosine_distance","0.0690607752"
"06_hamilton_federalist_06","06_hamilton_federalist_06","cosine_distance","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","cosine_distance","0.0606406704"
"06_hamilton_federalist_06","10_madison_federalist_10","cosine_distance","0.0646246938"
"06_hamilton_federalist_06","14_madison_federalist_14","cosine_distance","0.0565393298"
"06_hamilton_federalist_06","39_madison_federalist_39","cosine_distance","0.0992963427"
"09_hamilton_federalist_09","01_hamilton_federalist_01","cosine_distance","0.0609275343"
"09_hamilton_federalist_09","06_hamilton_federalist_06","cosine_distance","0.0606406704"
"09_hamilton_federalist_09","09_hamilton_federalist_09","cosine_distance","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","cosine_distance","0.0835554273"
"09_hamilton_federalist_09","14_madison_federalist_14","cosine_distance","0.0558397492"
"09_hamilton_federalist_09","39_madison_federalist_39","cosine_distance","0.0735069426"
"10_madison_federalist_10","01_hamilton_federalist_01","cosine_distance","0.0731271423"
"10_madison_federalist_10","06_hamilton_federalist_06","cosine_distance","0.0646246938"
"10_madison_federalist_10","09_hamilton_federalist_09","cosine_distance","0.0835554273"
"10_madison_federalist_10","10_madison_federalist_10","cosine_distance","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","cosine_distance","0.0565290701"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.1120296136"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0411343807"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0565393298"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0558397492"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0565290701"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0780948087"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0762942611"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0992963427"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0735069426"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.1120296136"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0780948087"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
