"doc_a","doc_b","metric","value"
"01_hamilton_federalist_01","01_hamilton_federalist_01","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","burrows_delta","1.1815502911"
"01_hamilton_federalist_01","09_hamilton_federalist_09","burrows_delta","1.0836609770"
"01_hamilton_federalist_01","10_madison_federalist_10","burrows_delta","1.1053722311"
"01_hamilton_federalist_01","14_madison_federalist_14","burrows_delta","1.0177757853"
"01_hamilton_federalist_01","39_madison_federalist_39","burrows_delta","1.3612935261"
"06_hamilton_federalist_06","01_hamilton_federalist_01","burrows_delta","1.1815502911"
"06_hamilton_federalist_06","06_hamilton_federalist_06","burrows_delta","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","burrows_delta","1.1135496705"
"06_hamilton_federalist_06","10_madison_federalist_10","burrows_delta","1.1653840957"
"06_hamilton_federalist_06","14_madison_federalist_14","burrows_delta","1.1889349700"
"06_hamilton_federalist_06","39_madison_federalist_39","burrows_delta","1.3783667510"
"09_hamilton_federalist_09","01_hamilton_federalist_01","burrows_delta","1.0836609770"
"09_hamilton_federalist_09","06_hamilton_federalist_06","burrows_delta","1.1135496705"
"09_hamilton_federalist_09","09_hamilton_federalist_09","burrows_delta","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","burrows_delta","1.1911693033"
"09_hamilton_federalist_09","14_madison_federalist_14","burrows_delta","1.0653825441"
"09_hamilton_federalist_09","39_madison_federalist_39","burrows_delta","1.1370956080"
"10_madison_federalist_10","01_hamilton_federalist_01","burrows_delta","1.1053722311"
"10_madison_federalist_10","06_hamilton_federalist_06","burrows_delta","1.1653840957"
"10_madison_federalist_10","09_hamilton_federalist_09","burrows_delta","1.1911693033"
"10_madison_federalist_10","10_madison_federalist_10","burrows_delta","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","burrows_delta","1.0450387193"
"10_madison_federalist_10","39_madison_federalist_39","burrows_delta","1.3526479746"
"14_madison_federalist_14","01_hamilton_federalist_01","burrows_delta","1.0177757853"
"14_madison_federalist_14","06_hamilton_federalist_06","burrows_delta","1.1889349700"
"14_madison_federalist_14","09_hamilton_federalist_09","burrows_delta","1.0653825441"
"14_madison_federalist_14","10_madison_federalist_10","burrows_delta","1.0450387193"
"14_madison_federalist_14","14_madison_federalist_14","burrows_delta","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","burrows_delta","1.2910125379"
"39_madison_federalist_39","01_hamilton_federalist_01","burrows_delta","1.3612935261"
"39_madison_federalist_39","06_hamilton_federalist_06","burrows_delta","1.3783667510"
"39_madison_federalist_39","09_hamilton_federalist_09","burrows_delta","1.1370956080"
"39_madison_federalist_39","10_madison_federalist_10","burrows_delta","1.3526479746"
"39_madison_federalist_39","14_madison_federalist_14","burrows_delta","1.2910125379"
"39_madison_federalist_39","39_madison_federalist_39","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","01_hamilton_federalist_01","cosine_distance","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","cosine_distance","0.0313334051"
"01_hamilton_federalist_01","09_hamilton_federalist_09","cosine_distance","0.0215784254"
"01_hamilton_federalist_01","10_madison_federalist_10","cosine_distance","0.0283823928"
"01_hamilton_federalist_01","14_madison_federalist_14","cosine_distance","0.0217499920"
"01_hamilton_federalist_01","39_madison_federalist_39","cosine_distance","0.0374110302"
"06_hamilton_federalist_06","01_hamilton_federalist_01","cosine_distance","0.0313334051"
"06_hamilton_federalist_06","06_hamilton_federalist_06","cosine_distance","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","cosine_distance","0.0248996732"
"06_hamilton_federalist_06","10_madison_federalist_10","cosine_distance","0.0322226350"
"06_hamilton_federalist_06","14_madison_federalist_14","cosine_distance","0.0320605501"
"06_hamilton_federalist_06","39_madison_federalist_39","cosine_distance","0.0455096291"
"09_hamilton_federalist_09","01_hamilton_federalist_01","cosine_distance","0.0215784254"
"09_hamilton_federalist_09","06_hamilton_federalist_06","cosine_distance","0.0248996732"
"09_hamilton_federalist_09","09_hamilton_federalist_09","cosine_distance","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","cosine_distance","0.0357154041"
"09_hamilton_federalist_09","14_madison_federalist_14","cosine_distance","0.0259280659"
"09_hamilton_federalist_09","39_madison_federalist_39","cosine_distance","0.0281434190"
"10_madison_federalist_10","01_hamilton_federalist_01","cosine_distance","0.0283823928"
"10_madison_federalist_10","06_hamilton_federalist_06","cosine_distance","0.0322226350"
"10_madison_federalist_10","09_hamilton_federalist_09","cosine_distance","0.0357154041"
"10_madison_federalist_10","10_madison_federalist_10","cosine_distance","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","cosine_distance","0.0258221453"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.0408221946"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0217499920"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0320605501"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0259280659"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0258221453"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0295308870"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0374110302"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0455096291"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0281434190"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.0408221946"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0295308870"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
