sent_idx	tok_idx	pos	dep
59	4	AUX	aux
59	5	VERB	relcl
59	6	DET	det
59	7	NOUN	dobj
59	8	ADP	prep
59	9	NOUN	pobj
59	10	PUNCT	punct
59	11	AUX	aux
59	12	ADV	advmod
59	13	VERB	ROOT
59	14	SCONJ	mark
59	15	ADP	prep
59	16	VERB	pcomp
59	17	NOUN	dobj
59	18	ADP	prep
59	19	DET	det
59	20	ADJ	amod
59	21	NOUN	pobj
59	22	ADP	prep
59	23	PRON	poss
59	24	ADJ	amod
59	25	NOUN	pobj
59	26	PUNCT	punct
59	27	PRON	nsubj
59	28	AUX	aux
59	29	PUNCT	punct
59	30	ADP	prep
59	31	DET	det
59	32	ADJ	amod
59	33	NOUN	pobj
59	34	PUNCT	punct
59	35	AUX	ccomp
59	36	ADV	advmod
59	37	ADJ	acomp
59	38	CCONJ	cc
59	39	VERB	conj
59	40	ADP	prep
59	41	PRON	poss
59	42	NOUN	pobj
59	43	PUNCT	punct
59	44	PRON	poss
59	45	NOUN	conj
59	46	PUNCT	punct
59	47	CCONJ	cc
59	48	PRON	poss
59	49	NOUN	conj
59	50	PUNCT	punct
60	0	DET	det
60	1	NOUN	nsubj
60	2	PUNCT	punct
60	3	ADP	prep
60	4	PRON	pobj
60	5	PRON	nsubj
60	6	VERB	parataxis
60	7	DET	det
60	8	NOUN	appos
60	9	ADP	prep
60	10	PRON	pobj
60	11	DET	det
60	12	NOUN	nsubj
60	13	ADP	prep
60	14	NOUN	pobj
60	15	VERB	relcl
60	16	NOUN	dobj
60	17	PUNCT	punct
60	18	VERB	ROOT
60	19	DET	det
60	20	ADJ	amod
60	21	NOUN	dobj
60	22	PUNCT	punct
60	23	CCONJ	cc
60	24	VERB	conj
60	25	DET	det
60	26	NOUN	dobj
60	27	ADP	prep
60	28	PRON	pobj
60	29	PRON	nsubj
60	30	AUX	aux
60	31	VERB	relcl
60	32	PUNCT	punct
61	0	VERB	ROOT
61	1	PRON	nsubj
61	2	VERB	ccomp
61	3	DET	det
61	4	NOUN	dobj
61	5	ADP	prep
61	6	PRON	pobj
61	7	PRON	nsubj
61	8	VERB	relcl
61	9	ADP	prep
61	10	ADJ	amod
61	11	NOUN	pobj
61	12	PUNCT	punct
61	13	CCONJ	cc
61	14	PRON	nsubj
61	15	AUX	aux
61	16	VERB	conj
61	17	DET	predet
61	18	DET	det
61	19	NOUN	dobj
61	20	ADP	prep
61	21	DET	det
61	22	NOUN	pobj
61	23	CCONJ	cc
61	24	DET	det
61	25	NOUN	conj
61	26	PRON	dobj
61	27	PRON	nsubj
61	28	AUX	aux
61	29	VERB	relcl
61	30	ADP	prep
61	31	DET	det
61	32	PROPN	pobj
61	33	PUNCT	punct
62	0	DET	det
62	1	NUM	nummod
62	2	ADJ	amod
62	3	NOUN	nsubj
62	4	ADP	prep
62	5	NOUN	pobj
62	6	ADP	prep
62	7	DET	det
62	8	NOUN	pobj
62	9	CCONJ	cc
62	10	DET	det
62	11	NOUN	conj
62	12	AUX	ROOT
62	13	PUNCT	punct
62	14	ADJ	advmod
62	15	PUNCT	punct
62	16	DET	det
62	17	NOUN	appos
62	18	ADP	prep
62	19	DET	det
62	20	NOUN	pobj
62	21	PUNCT	punct
62	22	ADP	prep
62	23	DET	det
62	24	ADJ	pobj
62	25	PUNCT	punct
62	26	ADP	prep
62	27	DET	det
62	28	ADJ	amod
62	29	NOUN	pobj
62	30	ADP	prep
62	31	NOUN	pobj
62	32	VERB	acl
62	33	ADP	agent
62	34	DET	det
62	35	NOUN	pobj
62	36	PUNCT	punct
62	37	ADV	advmod
62	38	PUNCT	punct
62	39	DET	det
62	40	ADJ	amod
62	41	NOUN	attr
62	42	ADP	prep
62	43	NOUN	pobj
62	44	PUNCT	punct
62	45	CCONJ	cc
62	46	ADJ	amod
62	47	NOUN	conj
62	48	ADP	prep
62	49	NOUN	pobj
62	50	PUNCT	punct
62	51	ADP	prep
62	52	PRON	pobj
62	53	DET	det
62	54	NOUN	nsubjpass
62	55	AUX	aux
62	56	AUX	auxpass
62	57	VERB	relcl
62	58	PUNCT	punct
63	0	DET	det
63	1	NOUN	nsubj
63	2	ADP	prep
63	3	DET	det
63	4	ADJ	amod
63	5	NOUN	pobj
63	6	AUX	ROOT
63	7	PUNCT	punct
63	8	ADP	prep
63	9	DET	det
63	10	NUM	nummod
63	11	NOUN	pobj
63	12	PUNCT	punct
63	13	PART	aux
63	14	VERB	xcomp
63	15	CCONJ	cc
63	16	VERB	conj
63	17	DET	det
63	18	ADJ	amod
63	19	NOUN	dobj
63	20	PUNCT	punct
63	21	ADP	prep
63	22	VERB	pcomp
63	23	PRON	dobj
63	24	ADP	prep
63	25	DET	det
63	26	NOUN	pobj
63	27	ADP	prep
63	28	DET	det
63	29	VERB	amod
63	30	NOUN	pobj
63	31	ADP	prep
63	32	NOUN	pobj
63	33	PUNCT	punct
63	34	DET	poss
63	35	NOUN	nsubj
63	36	AUX	aux
63	37	ADV	advmod
63	38	VERB	conj
63	39	DET	det
63	40	ADJ	amod
63	41	NOUN	dobj
63	42	ADP	prep
63	43	PRON	poss
63	44	NOUN	pobj
63	45	PUNCT	punct
63	46	CCONJ	cc
63	47	DET	poss
63	48	NOUN	nsubj
63	49	CCONJ	cc
63	50	NOUN	conj
63	51	ADP	prep
63	52	NOUN	pobj
63	53	AUX	aux
63	54	AUX	conj
63	55	ADV	advmod
63	56	ADJ	acomp
63	57	PART	aux
63	58	VERB	xcomp
63	59	PRON	dobj
63	60	ADP	prep
63	61	ADJ	amod
63	62	CCONJ	cc
63	63	ADJ	conj
63	64	NOUN	pobj
63	65	PUNCT	punct
64	0	ADP	prep
64	1	DET	predet
64	2	DET	det
64	3	NOUN	pobj
64	4	PUNCT	punct
64	5	PRON	nsubj
64	6	AUX	aux
64	7	ADV	advmod
64	8	VERB	ROOT
64	9	SCONJ	mark
64	10	DET	det
64	11	ADJ	amod
64	12	NOUN	nsubj
64	13	PUNCT	punct
64	14	VERB	acl
64	15	ADP	agent
64	16	DET	det
64	17	NOUN	pobj
64	18	ADP	prep
64	19	DET	det
64	20	NOUN	pobj
64	21	PUNCT	punct
64	22	AUX	aux
64	23	AUX	ccomp
64	24	ADV	advmod
64	25	ADJ	acomp
64	26	ADP	prep
64	27	DET	det
64	28	ADJ	amod
64	29	NOUN	pobj
64	30	SCONJ	mark
64	31	SCONJ	mark
64	32	VERB	advcl
64	33	ADP	agent
64	34	DET	det
64	35	NOUN	pobj
64	36	PRON	appos
64	37	PUNCT	punct
64	38	VERB	advcl
64	39	ADP	prep
64	40	DET	det
64	41	NOUN	pobj
64	42	PUNCT	punct
65	0	ADP	prep
65	1	DET	det
65	2	ADJ	amod
65	3	NOUN	pobj
65	4	PUNCT	punct
65	5	DET	det
65	6	NOUN	nsubjpass
65	7	AUX	aux
65	8	AUX	auxpass
65	9	VERB	ROOT
65	10	PUNCT	punct
66	0	NOUN	nsubj
66	1	ADP	prep
66	2	ADJ	amod
66	3	NOUN	pobj
66	4	PUNCT	punct
66	5	ADP	prep
66	6	ADJ	amod
66	7	NOUN	pobj
66	8	PUNCT	punct
66	9	CCONJ	cc
66	10	ADP	conj
66	11	ADJ	amod
66	12	NOUN	pobj
66	13	PUNCT	punct
66	14	AUX	aux
66	15	PUNCT	punct
66	16	ADP	prep
66	17	NOUN	pobj
66	18	PUNCT	punct
66	19	ADP	prep
66	20	NOUN	pobj
66	21	PUNCT	punct
66	22	CCONJ	cc
66	23	ADP	conj
66	24	ADJ	amod
66	25	NOUN	pobj
66	26	PUNCT	punct
66	27	ADV	advmod
66	28	VERB	ROOT
66	29	DET	det
66	30	NOUN	dobj
66	31	PUNCT	punct
66	32	CCONJ	cc
66	33	ADV	advmod
66	34	VERB	conj
66	35	DET	det
66	36	NOUN	dobj
66	37	PUNCT	punct
66	38	ADP	prep
66	39	DET	det
66	40	NOUN	pobj
66	41	PUNCT	punct
67	0	DET	det
67	1	NOUN	nsubj
67	2	VERB	acl
67	3	AUX	ROOT
67	4	PUNCT	punct
67	5	SCONJ	mark
67	6	ADJ	amod
67	7	CCONJ	cc
67	8	ADJ	conj
67	9	NOUN	nsubj
67	10	AUX	ccomp
67	11	ADV	advmod
67	12	ADJ	acomp
67	13	ADP	prep
67	14	DET	det
67	15	NOUN	pobj
67	16	ADP	prep
67	17	ADJ	amod
67	18	NOUN	pobj
67	19	ADP	prep
67	20	DET	det
67	21	ADJ	amod
67	22	NOUN	pobj
67	23	PUNCT	punct
67	24	CCONJ	cc
67	25	PRON	nsubjpass
67	26	AUX	auxpass
67	27	ADV	advmod
67	28	VERB	conj
67	29	ADP	prep
67	30	NOUN	pobj
67	31	ADP	prep
67	32	DET	det
67	33	ADJ	pobj
67	34	ADP	agent
67	35	NUM	nummod
67	36	ADJ	amod
67	37	NOUN	pobj
67	38	PUNCT	punct
68	0	ADP	prep
68	1	DET	det
68	2	ADJ	amod
68	3	NOUN	pobj
68	4	PUNCT	punct
68	5	PRON	nsubj
68	6	AUX	ccomp
68	7	PART	aux
68	8	AUX	auxpass
68	9	VERB	xcomp
68	10	SCONJ	mark
68	11	PUNCT	punct
68	12	ADV	advmod
68	13	ADJ	amod
68	14	DET	det
68	15	NOUN	nsubj
68	16	AUX	aux
68	17	AUX	ccomp
68	18	PUNCT	punct
68	19	DET	det
68	20	NOUN	nsubjpass
68	21	AUX	aux
68	22	AUX	auxpass
68	23	VERB	ccomp
68	24	ADP	prep
68	25	DET	det
68	26	ADJ	amod
68	27	NOUN	pobj
68	28	PUNCT	punct
68	29	ADP	prep
68	30	NOUN	pobj
68	31	PART	aux
68	32	VERB	acl
68	33	ADP	prep
68	34	DET	det
68	35	NOUN	pobj
68	36	ADP	prep
68	37	DET	det
68	38	ADJ	pobj
68	39	PUNCT	punct
68	40	CCONJ	cc
68	41	SCONJ	mark
68	42	PUNCT	punct
68	43	ADV	advmod
68	44	ADJ	acomp
68	45	PRON	nsubj
68	46	AUX	aux
68	47	AUX	conj
68	48	PUNCT	punct
68	49	PRON	nsubjpass
68	50	AUX	aux
68	51	AUX	auxpass
68	52	VERB	ROOT
68	53	ADP	prep
68	54	DET	det
68	55	ADJ	amod
68	56	NOUN	pobj
68	57	PUNCT	punct
68	58	ADP	prep
68	59	NOUN	pobj
68	60	PART	aux
68	61	VERB	acl
68	62	ADP	prep
68	63	DET	det
68	64	NOUN	pobj
68	65	ADP	prep
68	66	DET	det
68	67	NOUN	pobj
68	68	PUNCT	punct
69	0	ADV	advmod
69	1	PUNCT	punct
69	2	DET	det
69	3	NOUN	nsubj
69	4	ADP	prep
69	5	NOUN	pobj
69	6	ADP	prep
69	7	DET	det
69	8	NUM	nummod
69	9	NOUN	pobj
69	10	PART	neg
69	11	AUX	ROOT
69	12	ADP	prep
69	13	NOUN	pobj
69	14	ADP	prep
69	15	PRON	pobj
69	16	ADP	prep
69	17	DET	det
69	18	NUM	nummod
69	19	NOUN	pobj
69	20	PUNCT	punct
69	21	CCONJ	cc
69	22	AUX	advcl
69	23	ADV	advmod
69	24	ADJ	acomp
69	25	ADP	prep
69	26	DET	det
69	27	ADJ	amod
69	28	NOUN	pobj
69	29	PUNCT	punct
69	30	PRON	nsubj
69	31	VERB	conj
69	32	SCONJ	mark
69	33	PUNCT	punct
69	34	SCONJ	mark
69	35	DET	det
69	36	NOUN	nsubj
69	37	ADP	prep
69	38	ADJ	amod
69	39	NOUN	pobj
69	40	VERB	advcl
69	41	PART	neg
69	42	ADJ	acomp
69	43	ADP	prep
69	44	DET	det
69	45	ADJ	pobj
69	46	ADP	prep
69	47	ADP	prep
69	48	DET	det
69	49	ADJ	amod
69	50	NOUN	pobj
69	51	PUNCT	punct
69	52	DET	det
69	53	ADJ	nsubj
69	54	AUX	aux
69	55	VERB	ccomp
69	56	DET	det
69	57	ADJ	amod
69	58	NOUN	dobj
69	59	PUNCT	punct
69	60	CCONJ	cc
69	61	ADV	advmod
69	62	DET	det
69	63	ADJ	amod
69	64	NOUN	conj
69	65	ADP	prep
69	66	DET	det
69	67	ADJ	amod
69	68	NOUN	pobj
69	69	PUNCT	punct
70	0	ADP	prep
70	1	DET	det
70	2	ADJ	amod
70	3	NOUN	pobj
70	4	PUNCT	punct
70	5	SCONJ	mark
70	6	DET	det
70	7	NOUN	nsubjpass
70	8	AUX	aux
70	9	AUX	auxpass
70	10	VERB	advcl
70	11	ADP	agent
70	12	DET	det
70	13	ADJ	amod
70	14	NOUN	pobj
70	15	ADP	prep
70	16	NOUN	pobj
70	17	ADP	prep
70	18	DET	det
70	19	ADJ	pobj
70	20	ADP	prep
70	21	ADP	prep
70	22	DET	det
70	23	ADJ	amod
70	24	NOUN	pobj
70	25	PUNCT	punct
70	26	PRON	nsubj
70	27	AUX	aux
70	28	AUX	ROOT
70	29	ADV	advmod
70	30	ADJ	acomp
70	31	SCONJ	mark
70	32	ADJ	amod
70	33	NOUN	nsubj
70	34	PART	aux
70	35	VERB	advcl
70	36	ADP	prep
70	37	NOUN	pobj
70	38	DET	det
70	39	ADJ	amod
70	40	NOUN	dobj
70	41	ADP	prep
70	42	PRON	pobj
70	43	NOUN	nsubjpass
70	44	AUX	auxpass
70	45	ADV	advmod
70	46	ADV	advmod
70	47	VERB	relcl
70	48	PUNCT	punct
70	49	CCONJ	cc
70	50	DET	det
70	51	NOUN	nsubj
70	52	ADP	prep
70	53	DET	det
70	54	NOUN	pobj
70	55	AUX	advcl
70	56	ADV	advmod
70	57	ADJ	acomp
70	58	PUNCT	punct
70	59	AUX	aux
70	60	AUX	ccomp
70	61	ADV	advmod
70	62	ADJ	acomp
70	63	PART	aux
70	64	VERB	xcomp
70	65	ADP	prep
70	66	NOUN	pobj
70	67	PRON	nsubj
70	68	VERB	relcl
70	69	DET	det
70	70	ADV	advmod
70	71	ADJ	amod
70	72	NOUN	dobj
70	73	CCONJ	cc
70	74	DET	det
70	75	ADV	advmod
70	76	ADJ	amod
70	77	CCONJ	cc
70	78	VERB	conj
70	79	NOUN	conj
70	80	PUNCT	punct
71	0	PRON	nsubjpass
71	1	AUX	aux
71	2	AUX	auxpass
71	3	VERB	ROOT
71	4	SCONJ	mark
71	5	ADP	prep
71	6	PRON	pobj
71	7	PUNCT	punct
71	8	ADP	prep
71	9	ADP	prep
71	10	ADJ	amod
71	11	ADJ	amod
71	12	NOUN	pobj
71	13	PUNCT	punct
71	14	PRON	expl
71	15	VERB	ccomp
71	16	DET	det
71	17	NOUN	attr
71	18	PUNCT	punct
71	19	ADP	prep
71	20	DET	det
71	21	NOUN	nsubjpass
71	22	ADP	prep
71	23	DET	det
71	24	NOUN	pobj
71	25	AUX	aux
71	26	AUX	auxpass
71	27	VERB	ccomp
71	28	PART	aux
71	29	VERB	xcomp
71	30	PUNCT	punct
72	0	ADP	prep
72	1	VERB	pcomp
72	2	ADV	advmod
72	3	ADJ	advmod
72	4	DET	det
72	5	NOUN	dobj
72	6	ADP	prep
72	7	NOUN	pobj
72	8	PUNCT	punct
72	9	PRON	nsubj
72	10	VERB	ccomp
72	11	DET	det
72	12	NOUN	nsubj
72	13	ADV	advmod
72	14	ADJ	advmod
72	15	ADJ	ccomp
72	16	ADP	prep
72	17	DET	predet
72	18	PRON	poss
72	19	ADJ	amod
72	20	NOUN	pobj
72	21	CCONJ	cc
72	22	ADJ	amod
72	23	NOUN	conj
72	24	PUNCT	punct
72	25	SCONJ	mark
72	26	ADP	prep
72	27	VERB	pcomp
72	28	PRON	dobj
72	29	ADV	advmod
72	30	ADV	advmod
72	31	PUNCT	punct
72	32	PRON	nsubj
72	33	VERB	ROOT
72	34	PRON	nsubj
72	35	ADV	advmod
72	36	VERB	ccomp
72	37	ADP	prep
72	38	PRON	pobj
72	39	PUNCT	punct
72	40	CCONJ	cc
72	41	ADV	advmod
72	42	ADJ	amod
72	43	ADJ	conj
72	44	PART	aux
72	45	VERB	xcomp
72	46	CCONJ	cc
72	47	VERB	conj
72	48	ADJ	amod
72	49	CCONJ	cc
72	50	ADJ	conj
72	51	NOUN	dobj
72	52	PUNCT	punct
73	0	DET	det
73	1	ADJ	amod
73	2	PROPN	nsubj
73	3	VERB	ccomp
73	4	DET	det
73	5	ADJ	amod
73	6	NOUN	dobj
73	7	ADP	prep
73	8	DET	det
73	9	NOUN	pobj
73	10	PUNCT	punct
73	11	DET	det
73	12	ADJ	amod
73	13	CCONJ	cc
73	14	ADJ	conj
73	15	NOUN	nsubjpass
73	16	AUX	auxpass
73	17	VERB	ROOT
73	18	ADP	prep
73	19	DET	det
73	20	ADJ	pobj
73	21	PUNCT	punct
73	22	DET	det
73	23	ADJ	appos
73	24	CCONJ	cc
73	25	ADJ	conj
73	26	ADP	prep
73	27	DET	det
73	28	PROPN	compound
73	29	NOUN	pobj
73	30	PUNCT	punct
74	0	DET	det
74	1	ADJ	amod
74	2	NOUN	nsubj
74	3	ADP	prep
74	4	NOUN	pobj
74	5	AUX	ROOT
74	6	PUNCT	punct
74	7	DET	det
74	8	ADJ	amod
74	9	NOUN	attr
74	10	ADP	prep
74	11	NOUN	pobj
74	12	CCONJ	cc
74	13	NOUN	conj
74	14	ADP	prep
74	15	NOUN	pobj
74	16	PRON	nsubjpass
74	17	AUX	aux
74	18	AUX	auxpass
74	19	VERB	relcl
74	20	ADP	prep
74	21	DET	det
74	22	NOUN	pobj
74	23	ADP	prep
74	24	ADJ	pobj
74	25	ADP	prep
74	26	ADP	prep
74	27	ADJ	amod
74	28	NOUN	pobj
74	29	PUNCT	punct
74	30	CCONJ	cc
74	31	PRON	nsubj
74	32	AUX	conj
74	33	DET	det
74	34	NOUN	attr
74	35	ADV	advmod
74	36	PRON	nsubj
74	37	VERB	relcl
74	38	ADJ	amod
74	39	NOUN	nsubjpass
74	40	ADJ	amod
74	41	PART	aux
74	42	AUX	auxpass
74	43	VERB	ccomp
74	44	ADP	prep
74	45	DET	det
74	46	ADJ	pobj
74	47	ADP	prep
74	48	ADP	prep
74	49	DET	det
74	50	NOUN	pobj
74	51	PUNCT	punct
75	0	PRON	advmod
75	1	ADJ	amod
75	2	DET	det
75	3	NOUN	nsubj
75	4	PUNCT	punct
75	5	DET	det
75	6	ADJ	nsubj
75	7	ADV	advmod
75	8	AUX	aux
75	9	AUX	ccomp
75	10	DET	det
75	11	ADJ	amod
75	12	NOUN	attr
75	13	CCONJ	cc
75	14	NOUN	conj
75	15	VERB	acl
75	16	PRON	dobj
75	17	PUNCT	punct
75	18	DET	det
75	19	ADJ	amod
75	20	DET	det
75	21	ADJ	amod
75	22	NOUN	nsubjpass
75	23	CCONJ	cc
75	24	NOUN	conj
75	25	PUNCT	punct
75	26	PRON	advmod
75	27	ADV	advmod
75	28	ADV	advmod
75	29	AUX	aux
75	30	DET	det
75	31	NOUN	nsubjpass
75	32	AUX	auxpass
75	33	VERB	ROOT
75	34	ADP	prep
75	35	DET	det
75	36	ADJ	amod
75	37	NOUN	pobj
75	38	PUNCT	punct
75	39	CCONJ	cc
75	40	PRON	advmod
75	41	ADJ	amod
75	42	DET	det
75	43	NOUN	nsubj
75	44	ADP	prep
75	45	NOUN	pobj
75	46	VERB	acl
75	47	DET	det
75	48	NOUN	dobj
75	49	PUNCT	punct
75	50	CCONJ	cc
75	51	PRON	advmod
75	52	ADJ	amod
75	53	DET	det
75	54	NOUN	conj
75	55	ADP	prep
75	56	PRON	dobj
75	57	PRON	nsubjpass
75	58	AUX	auxpass
75	59	VERB	relcl
75	60	PUNCT	punct
75	61	PRON	advmod
75	62	ADV	advmod
75	63	ADV	advmod
75	64	AUX	aux
75	65	PRON	nsubj
75	66	VERB	conj
75	67	CCONJ	cc
75	68	VERB	conj
75	69	PRON	poss
75	70	NOUN	dobj
75	71	ADP	prep
75	72	NOUN	pobj
75	73	PUNCT	punct
76	0	VERB	advcl
76	1	DET	det
76	2	NOUN	dobj
76	3	PUNCT	punct
76	4	CCONJ	cc
76	5	PRON	nsubj
76	6	VERB	conj
76	7	ADP	prt
76	8	DET	det
76	9	ADJ	amod
76	10	NOUN	dobj
76	11	ADP	prep
76	12	NOUN	pobj
76	13	CCONJ	cc
76	14	NOUN	conj
76	15	PUNCT	punct
76	16	PRON	nsubj
76	17	VERB	ROOT
76	18	PRON	nsubj
76	19	ADV	advmod
76	20	ADJ	ccomp
76	21	SCONJ	mark
76	22	DET	det
76	23	NOUN	nsubj
76	24	ADP	prep
76	25	DET	det
76	26	NOUN	pobj
76	27	AUX	aux
76	28	VERB	ccomp
76	29	DET	det
76	30	ADJ	amod
76	31	NOUN	dobj
76	32	PART	aux
76	33	VERB	acl
76	34	DET	det
76	35	NOUN	dobj
76	36	ADP	prep
76	37	ADJ	amod
76	38	NOUN	pobj
76	39	PUNCT	punct
76	40	CCONJ	cc
76	41	SCONJ	mark
76	42	DET	predet
76	43	DET	det
76	44	ADJ	amod
76	45	NOUN	compound
76	46	NOUN	advcl
76	47	PUNCT	punct
76	48	PRON	nsubj
76	49	AUX	aux
76	50	AUX	conj
76	51	ADV	advmod
76	52	ADJ	acomp
76	53	ADP	prep
76	54	PRON	pobj
76	55	PRON	nsubj
76	56	VERB	relcl
76	57	PRON	nsubj
76	58	PART	aux
76	59	VERB	ccomp
76	60	PRON	poss
76	61	ADJ	amod
76	62	NOUN	dobj
76	63	PUNCT	punct
76	64	CCONJ	cc
76	65	PART	aux
76	66	VERB	conj
76	67	ADP	prep
76	68	PROPN	pobj
76	69	ADP	prep
76	70	DET	det
76	71	ADJ	pobj
76	72	PUNCT	punct
77	0	SCONJ	prep
77	1	ADJ	amod
77	2	NOUN	pobj
77	3	PUNCT	punct
77	4	PRON	nsubjpass
77	5	AUX	aux
77	6	AUX	auxpass
77	7	VERB	ROOT
77	8	SCONJ	mark
77	9	PUNCT	punct
77	10	SCONJ	advmod
77	11	PRON	expl
77	12	VERB	advcl
77	13	DET	det
77	14	NOUN	attr
77	15	ADP	prep
77	16	ADJ	amod
77	17	CCONJ	cc
77	18	ADJ	conj
77	19	NOUN	pobj
77	20	PUNCT	punct
77	21	NOUN	nsubjpass
77	22	AUX	auxpass
77	23	ADV	advmod
77	24	VERB	ccomp
77	25	ADP	agent
77	26	NOUN	pobj
77	27	ADP	prep
77	28	NOUN	pobj
77	29	ADP	prep
77	30	DET	det
77	31	NOUN	pobj
77	32	DET	poss
77	33	NOUN	nsubj
77	34	AUX	relcl
77	35	ADJ	acomp
77	36	PUNCT	punct
78	0	ADV	advmod
78	1	PUNCT	punct
78	2	PRON	nsubj
78	3	ADV	advmod
78	4	VERB	ROOT
78	5	PUNCT	punct
78	6	SCONJ	mark
78	7	DET	det
78	8	ADJ	amod
78	9	NOUN	nsubjpass
78	10	PRON	dobj
78	11	DET	det
78	12	NOUN	nsubj
78	13	VERB	relcl
78	14	ADP	prep
78	15	DET	det
78	16	NOUN	pobj
78	17	PUNCT	punct
78	18	ADP	prep
78	19	VERB	pcomp
78	20	DET	det
78	21	NOUN	dobj
78	22	ADP	prep
78	23	NOUN	pobj
78	24	PUNCT	punct
78	25	AUX	auxpass
78	26	VERB	ccomp
78	27	ADP	agent
78	28	DET	det
78	29	ADJ	pobj
78	30	ADP	prep
78	31	DET	det
78	32	ADJ	amod
78	33	NOUN	pobj
78	34	VERB	acl
78	35	ADP	agent
78	36	DET	det
78	37	PROPN	pobj
78	38	ADP	prep
78	39	DET	det
78	40	NOUN	pobj
78	41	VERB	advcl
78	42	PRON	dobj
78	43	PUNCT	punct
79	0	AUX	aux
79	1	DET	det
79	2	NOUN	nsubj
79	3	VERB	ROOT
79	4	ADP	prep
79	5	DET	det
79	6	NOUN	pobj
79	7	ADP	prep
79	8	NOUN	pobj
79	9	DET	poss
79	10	VERB	amod
79	11	NOUN	nsubj
79	12	CCONJ	cc
79	13	ADJ	amod
79	14	NOUN	conj
79	15	VERB	ccomp
79	16	PRON	nsubj
79	17	ADJ	ccomp
79	18	ADP	prep
79	19	ADJ	amod
79	20	NOUN	pobj
79	21	CCONJ	cc
79	22	NOUN	conj
79	23	ADP	prep
79	24	NOUN	pobj
79	25	PUNCT	punct
80	0	PRON	nsubjpass
80	1	AUX	aux
80	2	PART	neg
80	3	AUX	auxpass
80	4	VERB	ROOT
80	5	SCONJ	mark
80	6	DET	det
80	7	NOUN	nsubj
80	8	ADP	prep
80	9	DET	det
80	10	PROPN	pobj
80	11	AUX	aux
80	12	AUX	ccomp
80	13	ADV	advmod
80	14	ADJ	acomp
80	15	PART	aux
80	16	VERB	xcomp
80	17	DET	det
80	18	ADJ	amod
80	19	NOUN	dobj
80	20	PUNCT	punct
81	0	AUX	aux
81	1	PRON	nsubj
81	2	VERB	ROOT
81	3	ADP	prep
81	4	DET	det
81	5	ADJ	amod
81	6	NOUN	pobj
81	7	VERB	acl
81	8	ADP	agent
81	9	DET	det
81	10	ADJ	amod
81	11	NOUN	pobj
81	12	ADP	prep
81	13	NOUN	pobj
81	14	PUNCT	punct
81	15	ADP	prep
81	16	DET	det
81	17	NOUN	pobj
81	18	ADP	prep
81	19	DET	det
81	20	NUM	nummod
81	21	NOUN	nsubj
81	22	AUX	pcomp
81	23	ADJ	acomp
81	24	PART	aux
81	25	VERB	xcomp
81	26	CCONJ	cc
81	27	VERB	conj
81	28	DET	det
81	29	NOUN	dobj
81	30	PUNCT	punct
82	0	ADP	prep
82	1	DET	det
82	2	ADJ	amod
82	3	NOUN	pobj
82	4	AUX	aux
82	5	DET	det
82	6	VERB	amod
82	7	NOUN	nsubj
82	8	ADP	prep
82	9	NOUN	pobj
82	10	VERB	acl
82	11	ADP	prep
82	12	DET	det
82	13	PROPN	pobj
82	14	PUNCT	punct
82	15	VERB	ROOT
82	16	DET	det
82	17	NOUN	dobj
82	18	PUNCT	punct
83	0	AUX	aux
83	1	PRON	nsubj
83	2	PUNCT	punct
83	3	ADP	prep
83	4	ADJ	amod
83	5	PUNCT	punct
83	6	VERB	ROOT
83	7	ADP	prep
83	8	DET	det
83	9	ADJ	amod
83	10	NOUN	pobj
83	11	VERB	acl
83	12	ADP	prep
83	13	DET	det
83	14	NOUN	pobj
83	15	CCONJ	cc
83	16	NOUN	conj
83	17	ADP	prep
83	18	DET	det
83	19	ADJ	amod
83	20	NOUN	pobj
83	21	ADP	prep
83	22	DET	det
83	23	ADJ	amod
83	24	CCONJ	cc
83	25	ADJ	conj
83	26	NOUN	pobj
83	27	PUNCT	punct
84	0	ADV	advmod
84	1	PUNCT	punct
84	2	ADV	advmod
84	3	PUNCT	punct
84	4	DET	det
84	5	NOUN	nsubj
84	6	ADP	prep
84	7	DET	det
84	8	PROPN	pobj
84	9	VERB	ROOT
84	10	PRON	dative
84	11	DET	det
84	12	ADV	advmod
84	13	ADJ	amod
84	14	NOUN	dobj
84	15	PUNCT	punct
85	0	DET	det
85	1	NOUN	nsubj
85	2	ADP	prep
85	3	ADJ	amod
85	4	NOUN	pobj
85	5	AUX	aux
85	6	VERB	ROOT
85	7	DET	det
85	8	NOUN	dobj
85	9	ADP	prep
85	10	PRON	poss
85	11	ADJ	amod
85	12	NOUN	pobj
85	13	PUNCT	punct
85	14	CCONJ	cc
85	15	AUX	aux
85	16	AUX	conj
85	17	ADJ	acomp
85	18	PART	aux
85	19	VERB	xcomp
85	20	DET	det
85	21	ADJ	amod
85	22	NOUN	dobj
85	23	ADP	prep
85	24	DET	det
85	25	ADJ	amod
85	26	PROPN	pobj
85	27	PUNCT	punct
86	0	DET	det
86	1	ADJ	amod
86	2	NOUN	nsubj
86	3	AUX	aux
86	4	VERB	ROOT
86	5	ADP	prep
86	6	DET	det
86	7	ADJ	amod
86	8	NOUN	pobj
86	9	ADP	prep
86	10	DET	det
86	11	NOUN	pobj
86	12	ADP	prep
86	13	DET	det
86	14	PROPN	pobj
86	15	PUNCT	punct
86	16	CCONJ	cc
